"id","submitdate","lastpage","startlanguage","seed","G01Q18","proceed","second","G01Q01[SQ001]","G01Q01[SQ002]","G01Q02","G01Q03[SQ001]","G01Q03[SQ002]","G01Q03[SQ005]","G01Q03[SQ003]","G01Q03[SQ006]","G01Q04","G01Q05","G01Q06","G03Q20","G01Q32","G03Q13","G02Q10[SQ001]","G02Q10[SQ002]","G02Q10[SQ003]","G02Q10[SQ004]","G02Q10[SQ005]","G02Q10[SQ008]","G02Q10[SQ006]","G02Q10[SQ007]","G03Q12[SQ001]","G03Q12[SQ005]","G03Q12[SQ002]","G03Q12[SQ003]","G03Q12[SQ004]","G05Q16[SQ001]","G05Q16[SQ002]","G05Q16[SQ007]","G05Q16[SQ008]","G05Q16[SQ003]","G05Q16[SQ004]","G05Q16[SQ006]","G04Q14[SQ001]","G04Q14[SQ002]","G04Q14[SQ003]","G04Q14[SQ004]","G04Q14[SQ005]","G04Q14[SQ007]","G04Q14[SQ006]","G05Q19","G04Q17[SQ001][1]","G04Q17[SQ001][2]","G04Q17[SQ002][1]","G04Q17[SQ002][2]","G04Q17[SQ003][1]","G04Q17[SQ003][2]","G04Q17[SQ004][1]","G04Q17[SQ004][2]","G04Q17[SQ005][1]","G04Q17[SQ005][2]","G04Q17[SQ006][1]","G04Q17[SQ006][2]","G04Q17[SQ007][1]","G04Q17[SQ007][2]","G04Q17[SQ008][1]","G04Q17[SQ008][2]","G04Q17[SQ009][1]","G04Q17[SQ009][2]","G04Q17[SQ010][1]","G04Q17[SQ010][2]","G04Q17[SQ011][1]","G04Q17[SQ011][2]","G04Q17[SQ012][1]","G04Q17[SQ012][2]","G04Q17[SQ013][1]","G04Q17[SQ013][2]","G04Q17[SQ014][1]","G04Q17[SQ014][2]","G06Q17","G06Q17[other]","G07Q20","G01Q21[SQ001]","G01Q21[SQ002]","G01Q21[SQ003]","G01Q21[SQ004]","G01Q21[SQ005]","G01Q21[SQ007]"
"200","1980-01-01 00:00:00","6","en","1169800126","","Yes","No","Yes","No","10 to 20 hours","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Initiator","Ascendant-Immortal1","","3 (Mild)","1 (Not Severe at All)","4 (Moderate)","3 (Mild)","6 (Very Severe)","4 (Moderate)","1 (Not Severe at All)","5 (Severe)","Agree","Neutral","Disagree","Neutral","Strongly disagree","Always","Sometimes","Often","Rarely","Often","Sometimes","Rarely","Disagree","Neutral","Strongly disagree","Agree","Strongly disagree","Neutral","Disagree","","2 (Very Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","3 (Mild)","Not Real","4 (Moderate)","Real","5 (Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","3 (Mild)","Not Real","4 (Moderate)","Real","Male","","Under 18 years old","Yes","No","No","No","No","No"
"201","1980-01-01 00:00:00","6","en","188653606","","Yes","No","Yes","No","5 to 10 hours","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","Initiator","Silver-Gold","","5 (Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Disagree","Strongly agree","Neutral","Strongly disagree","Agree","Always","Always","Always","Sometimes","Always","Always","Sometimes","Strongly disagree","Disagree","Agree","Strongly disagree","Disagree","Agree","Disagree","","4 (Moderate)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"203","1980-01-01 00:00:00","6","en","160213884","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","Controller","Platinum-Diamond","","5 (Severe)","5 (Severe)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","Agree","Agree","Strongly agree","Neutral","Agree","Always","Always","Often","Sometimes","Always","Often","Often","Strongly disagree","Agree","Agree","Neutral","Agree","Strongly agree","Disagree","","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"205","1980-01-01 00:00:00","6","en","122384081","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Iron-Bronze","","3 (Mild)","4 (Moderate)","5 (Severe)","5 (Severe)","4 (Moderate)","4 (Moderate)","6 (Very Severe)","3 (Mild)","Disagree","Neutral","Neutral","Agree","Agree","Often","Often","Sometimes","Rarely","Often","Rarely","Never","Strongly disagree","Agree","Neutral","Neutral","Disagree","Neutral","Agree","","3 (Mild)","Real","3 (Mild)","Real","5 (Severe)","Not Real","5 (Severe)","Not Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Not Real","","","25 - 35 years old","Yes","No","No","No","No","No"
"207","1980-01-01 00:00:00","6","en","800555596","","Yes","No","Yes","No","10 to 20 hours","No","No","No","Yes","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Sentinel","Iron-Bronze","","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Neutral","Strongly agree","Strongly disagree","Strongly disagree","Neutral","Sometimes","Sometimes","Rarely","Rarely","Often","Sometimes","Never","Strongly disagree","Agree","Strongly agree","Disagree","Disagree","Strongly agree","Disagree","","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","Male","","25 - 35 years old","No","No","No","Yes","No","No"
"208","1980-01-01 00:00:00","6","en","86961682","","Yes","No","Yes","No","10 to 20 hours","No","No","No","Yes","No","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Silver-Gold","","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","Neutral","Neutral","Strongly disagree","Neutral","Neutral","Always","Always","Rarely","Rarely","Rarely","Rarely","Rarely","Neutral","Strongly agree","Neutral","Strongly agree","Neutral","Agree","Strongly agree","","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Real","7 (Extremely Severe)","","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","3 (Mild)","Real","","Not Real","1 (Not Severe at All)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"210","1980-01-01 00:00:00","6","en","1665427331","","Yes","No","Yes","No","More than 20 hours","Yes","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Duelist","Silver-Gold","","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","6 (Very Severe)","5 (Severe)","Neutral","Strongly agree","Disagree","Disagree","Agree","Always","Always","Always","Often","Always","Always","Never","Strongly disagree","Strongly disagree","Agree","Disagree","Agree","Agree","Disagree","","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Not Real","4 (Moderate)","Not Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","Male","","Under 18 years old","Yes","No","No","No","No","No"
"213","1980-01-01 00:00:00","6","en","1460800425","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Silver-Gold","","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Strongly disagree","Disagree","Agree","Always","Always","Rarely","Rarely","Always","Often","Rarely","Disagree","Agree","Agree","Disagree","Disagree","Agree","Neutral","","3 (Mild)","Real","4 (Moderate)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","","","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","Male","","Under 18 years old","No","No","No","No","No","Yes"
"214","1980-01-01 00:00:00","6","en","1991777184","","Yes","No","Yes","Yes","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Initiator","Platinum-Diamond","","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","7 (Extremely Severe)","5 (Severe)","Agree","Agree","Agree","Neutral","Agree","Always","Always","Never","Never","Often","Often","Sometimes","Strongly disagree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","","2 (Very Mild)","Real","5 (Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Not Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","Female","","Under 18 years old","No","No","No","No","No","Yes"
"216","1980-01-01 00:00:00","6","en","240346928","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Ascendant-Immortal1","","1 (Not Severe at All)","1 (Not Severe at All)","2 (Very Mild)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","Agree","Agree","Neutral","Disagree","Strongly disagree","Always","Always","Never","Never","Never","Never","Never","Neutral","Neutral","Disagree","Strongly agree","Strongly disagree","Agree","Agree","","2 (Very Mild)","Real","2 (Very Mild)","Real","2 (Very Mild)","Not Real","4 (Moderate)","Real","2 (Very Mild)","Real","2 (Very Mild)","Not Real","3 (Mild)","Not Real","5 (Severe)","Real","3 (Mild)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"217","1980-01-01 00:00:00","6","en","1526279630","","Yes","No","Yes","No","Less than 5 hours","Yes","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","Controller","Silver-Gold","","6 (Very Severe)","5 (Severe)","2 (Very Mild)","3 (Mild)","1 (Not Severe at All)","2 (Very Mild)","7 (Extremely Severe)","5 (Severe)","Strongly disagree","Disagree","Strongly disagree","Neutral","Disagree","Always","Never","Never","Never","Never","Never","Never","Neutral","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","","1 (Not Severe at All)","Real","7 (Extremely Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Not Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","1 (Not Severe at All)","Not Real","2 (Very Mild)","Real","Other","Brimsexual","Under 18 years old","Yes","No","No","No","No","No"
"219","1980-01-01 00:00:00","6","en","1785074258","","Yes","No","Yes","No","10 to 20 hours","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Yes, I strongly identify as a gamer.","Initiator","Silver-Gold","","5 (Severe)","3 (Mild)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","2 (Very Mild)","7 (Extremely Severe)","2 (Very Mild)","Agree","Strongly agree","Disagree","Disagree","Agree","Always","Often","Never","Rarely","Often","Sometimes","Never","Strongly disagree","Disagree","Agree","Disagree","Disagree","Agree","Neutral","","2 (Very Mild)","Real","2 (Very Mild)","Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Not Real","2 (Very Mild)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"220","1980-01-01 00:00:00","6","en","1023838307","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Initiator","Silver-Gold","","2 (Very Mild)","1 (Not Severe at All)","4 (Moderate)","1 (Not Severe at All)","4 (Moderate)","4 (Moderate)","1 (Not Severe at All)","1 (Not Severe at All)","Neutral","Agree","Neutral","Neutral","Strongly disagree","","Often","Sometimes","Never","Sometimes","Never","Never","Neutral","Agree","Neutral","Agree","Strongly disagree","Neutral","Agree","","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","4 (Moderate)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","25 - 35 years old","No","Yes","No","No","No","No"
"222","1980-01-01 00:00:00","6","en","373968890","","Yes","No","Yes","No","5 to 10 hours","No","No","Yes","No","No","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","Sentinel","Silver-Gold","","1 (Not Severe at All)","3 (Mild)","2 (Very Mild)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","2 (Very Mild)","7 (Extremely Severe)","Strongly agree","Agree","Disagree","Agree","Strongly disagree","Always","Always","Never","Never","Sometimes","Never","Never","Strongly disagree","Neutral","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Disagree","","4 (Moderate)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","5 (Severe)","","","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","7 (Extremely Severe)","","3 (Mild)","","Male","","Under 18 years old","Yes","No","No","No","No","No"
"225","1980-01-01 00:00:00","6","en","734899451","","Yes","No","Yes","No","10 to 20 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Sentinel","Silver-Gold","","5 (Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","4 (Moderate)","5 (Severe)","6 (Very Severe)","4 (Moderate)","Agree","Agree","Disagree","Neutral","Neutral","Often","Sometimes","Sometimes","Never","Often","Never","Never","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","2 (Very Mild)","Real","3 (Mild)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Not Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","4 (Moderate)","Not Real","4 (Moderate)","Real","Male","","Under 18 years old","Yes","No","No","No","No","No"
"226","1980-01-01 00:00:00","6","en","1647943512","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Controller","Iron-Bronze","","7 (Extremely Severe)","2 (Very Mild)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","2 (Very Mild)","6 (Very Severe)","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Always","Always","Sometimes","Rarely","Always","Always","Never","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Disagree","Disagree","","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Not Real","5 (Severe)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","Non-binary","","18 - 25 years old","Yes","No","No","No","No","No"
"230","1980-01-01 00:00:00","6","en","1796410335","","Yes","No","Yes","No","Less than 5 hours","Yes","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Controller","Silver-Gold","","5 (Severe)","1 (Not Severe at All)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Always","Always","Often","Rarely","Always","Always","Never","Strongly disagree","Disagree","Strongly agree","Neutral","Strongly agree","Strongly agree","Strongly disagree","","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"232","1980-01-01 00:00:00","6","en","422103341","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","Controller","I don't play ranked.","","4 (Moderate)","3 (Mild)","5 (Severe)","5 (Severe)","6 (Very Severe)","5 (Severe)","2 (Very Mild)","4 (Moderate)","Neutral","Strongly agree","Agree","Disagree","Agree","Often","Always","Often","Often","Often","Often","Sometimes","Strongly disagree","Neutral","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","","2 (Very Mild)","Real","1 (Not Severe at All)","Real","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","3 (Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"233","1980-01-01 00:00:00","6","en","1251921049","","Yes","No","Yes","No","More than 20 hours","Yes","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Ascendant-Immortal1","","6 (Very Severe)","5 (Severe)","4 (Moderate)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","Neutral","Strongly agree","Agree","Disagree","Agree","Always","Always","Often","Often","Often","Often","Often","Strongly disagree","Neutral","Agree","Neutral","Agree","Strongly agree","Neutral","","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Not Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Female","","18 - 25 years old","No","No","No","Yes","No","No"
"234","1980-01-01 00:00:00","6","en","1861549777","","Yes","No","Yes","No","More than 20 hours","No","No","No","Yes","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","Duelist","Platinum-Diamond","","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","6 (Very Severe)","Agree","Agree","Disagree","Neutral","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Strongly disagree","Agree","Neutral","Agree","Strongly disagree","Agree","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","3 (Mild)","Real","4 (Moderate)","Real","3 (Mild)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"235","1980-01-01 00:00:00","6","en","1987809151","","Yes","No","Yes","No","More than 20 hours","No","No","Yes","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Ascendant-Immortal1","","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","4 (Moderate)","Agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Always","Often","Sometimes","Rarely","Sometimes","Rarely","Never","Strongly disagree","Agree","Agree","Strongly disagree","Strongly disagree","Neutral","Agree","","1 (Not Severe at All)","Real","5 (Severe)","Real","4 (Moderate)","Not Real","5 (Severe)","Real","3 (Mild)","Not Real","3 (Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","3 (Mild)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Not Real","4 (Moderate)","Real","Female","","Under 18 years old","No","No","Yes","No","No","No"
"236","1980-01-01 00:00:00","6","en","21884973","","Yes","No","No","Yes","10 to 20 hours","Yes","No","Yes","Yes","No","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Yes, I strongly identify as a gamer.","Duelist","Ascendant-Immortal1","","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Always","Always","Rarely","","Sometimes","Sometimes","","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","7 (Extremely Severe)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","Other","There’s only 2 genders, male and female. I am a male.","25 - 35 years old","Yes","No","No","No","No","No"
"238","1980-01-01 00:00:00","6","en","662404152","","Yes","Yes","No","No","","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4 (Moderate)","Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Not Real","4 (Moderate)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","4 (Moderate)","Not Real","2 (Very Mild)","Not Real","5 (Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","3 (Mild)","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"239","1980-01-01 00:00:00","6","en","758299473","","Yes","No","Yes","No","More than 20 hours","No","No","No","Yes","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Controller","I don't play ranked.","","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","1 (Not Severe at All)","2 (Very Mild)","1 (Not Severe at All)","3 (Mild)","Neutral","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Rarely","Sometimes","Never","Never","","Always","Never","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Disagree","Neutral","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Not Real","6 (Very Severe)","Not Real","5 (Severe)","Not Real","","","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","5 (Severe)","Not Real","5 (Severe)","Not Real","4 (Moderate)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"242","1980-01-01 00:00:00","6","en","318203999","","Yes","No","Yes","No","5 to 10 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","Sentinel","Silver-Gold","","3 (Mild)","3 (Mild)","6 (Very Severe)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","4 (Moderate)","4 (Moderate)","Agree","Agree","Neutral","Disagree","Neutral","Often","Often","Sometimes","Never","Often","Never","Never","Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Agree","","1 (Not Severe at All)","Real","3 (Mild)","Real","3 (Mild)","Real","4 (Moderate)","Real","4 (Moderate)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","","","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","Male","","18 - 25 years old","No","No","No","No","No","Yes"
"246","1980-01-01 00:00:00","6","en","1664053987","","Yes","No","Yes","No","Less than 5 hours","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","Sentinel","Silver-Gold","","2 (Very Mild)","1 (Not Severe at All)","5 (Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","1 (Not Severe at All)","5 (Severe)","Strongly disagree","Strongly agree","Neutral","Strongly disagree","Agree","Often","Often","Rarely","Rarely","Often","Often","Sometimes","Strongly disagree","Agree","Agree","Strongly disagree","Neutral","Neutral","Disagree","","4 (Moderate)","Real","4 (Moderate)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","Agender","","18 - 25 years old","Yes","No","No","No","No","No"
