"id","submitdate","lastpage","startlanguage","seed","G01Q18","proceed","second","G01Q01[SQ001]","G01Q01[SQ002]","G01Q01[SQ003]","G01Q02","G01Q03[SQ001]","G01Q03[SQ002]","G01Q03[SQ005]","G01Q03[SQ003]","G01Q03[SQ004]","G01Q03[SQ006]","G01Q04","G01Q05","G01Q06","G03Q13","G02Q10[SQ001]","G02Q10[SQ002]","G02Q10[SQ003]","G02Q10[SQ004]","G02Q10[SQ005]","G02Q10[SQ008]","G02Q10[SQ006]","G02Q10[SQ007]","G03Q12[SQ001]","G03Q12[SQ005]","G03Q12[SQ002]","G03Q12[SQ003]","G03Q12[SQ004]","G05Q16[SQ001]","G05Q16[SQ002]","G05Q16[SQ007]","G05Q16[SQ008]","G05Q16[SQ003]","G05Q16[SQ004]","G05Q16[SQ005]","G05Q16[SQ006]","G04Q14[SQ001]","G04Q14[SQ002]","G04Q14[SQ003]","G04Q14[SQ004]","G04Q14[SQ005]","G04Q14[SQ007]","G04Q14[SQ006]","G05Q19","G04Q17[SQ001][1]","G04Q17[SQ001][2]","G04Q17[SQ002][1]","G04Q17[SQ002][2]","G04Q17[SQ003][1]","G04Q17[SQ003][2]","G04Q17[SQ004][1]","G04Q17[SQ004][2]","G04Q17[SQ005][1]","G04Q17[SQ005][2]","G04Q17[SQ006][1]","G04Q17[SQ006][2]","G04Q17[SQ007][1]","G04Q17[SQ007][2]","G04Q17[SQ008][1]","G04Q17[SQ008][2]","G04Q17[SQ009][1]","G04Q17[SQ009][2]","G04Q17[SQ010][1]","G04Q17[SQ010][2]","G04Q17[SQ011][1]","G04Q17[SQ011][2]","G04Q17[SQ012][1]","G04Q17[SQ012][2]","G04Q17[SQ013][1]","G04Q17[SQ013][2]","G04Q17[SQ014][1]","G04Q17[SQ014][2]","G06Q17","G06Q17[other]","G07Q20","G01Q21[SQ001]","G01Q21[SQ002]","G01Q21[SQ003]","G01Q21[SQ004]","G01Q21[SQ005]","G01Q21[SQ007]"
"144","1980-01-01 00:00:00","6","en","1040418637","","Yes","No","Yes","No","No","Less than 5 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","No, I don't identify as a gamer, even though I play games.","","6 (Very Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","4 (Moderate)","7 (Extremely Severe)","3 (Mild)","Agree","Agree","Disagree","Neutral","Strongly agree","Often","Often","Never","Never","Often","Rarely","Never","Never","Strongly disagree","Agree","Agree","Disagree","Agree","Agree","Agree","","2 (Very Mild)","Not Real","4 (Moderate)","Real","6 (Very Severe)","Not Real","5 (Severe)","Not Real","4 (Moderate)","Real","","","3 (Mild)","Not Real","6 (Very Severe)","Not Real","4 (Moderate)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
"147","1980-01-01 00:00:00","6","en","1234373613","","Yes","No","Yes","No","No","Less than 5 hours","Yes","No","No","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Always","Always","Always","Always","Rarely","Rarely","Always","Always","Strongly disagree","Strongly agree","Disagree","Agree","Strongly disagree","Neutral","Strongly agree","","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"148","1980-01-01 00:00:00","6","en","1920823839","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","5 (Severe)","4 (Moderate)","5 (Severe)","3 (Mild)","4 (Moderate)","5 (Severe)","4 (Moderate)","Disagree","Neutral","Disagree","Disagree","Disagree","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Disagree","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","","4 (Moderate)","Real","4 (Moderate)","Real","4 (Moderate)","Not Real","5 (Severe)","Real","3 (Mild)","Real","3 (Mild)","Real","","Real","4 (Moderate)","Not Real","3 (Mild)","Real","5 (Severe)","Real","5 (Severe)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","Female","","25 - 35 years old","Yes","No","No","No","No","No"
"149","1980-01-01 00:00:00","6","en","1466296202","","Yes","No","Yes","No","No","5 to 10 hours","Yes","No","No","Yes","No","No","Not involved (""just"" playing)","No","No, I don't identify as a gamer, even though I play games.","","3 (Mild)","3 (Mild)","5 (Severe)","6 (Very Severe)","2 (Very Mild)","4 (Moderate)","7 (Extremely Severe)","1 (Not Severe at All)","Neutral","Neutral","Strongly disagree","Neutral","Strongly agree","Often","Sometimes","Rarely","Often","Sometimes","Sometimes","Never","Never","Neutral","Neutral","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Strongly agree","","1 (Not Severe at All)","Real","","Not Real","","Not Real","3 (Mild)","Real","","Not Real","","Not Real","2 (Very Mild)","Real","","Not Real","2 (Very Mild)","Not Real","6 (Very Severe)","Not Real","5 (Severe)","Real","3 (Mild)","Real","","Not Real","1 (Not Severe at All)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"152","1980-01-01 00:00:00","6","en","26428411","","Yes","No","Yes","No","No","5 to 10 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","Yes","Somewhat, I identify as a gamer in certain contexts.","","7 (Extremely Severe)","7 (Extremely Severe)","4 (Moderate)","6 (Very Severe)","3 (Mild)","3 (Mild)","7 (Extremely Severe)","4 (Moderate)","Neutral","Neutral","Neutral","Neutral","Strongly agree","Rarely","Often","Sometimes","Sometimes","Often","Often","Never","Never","Disagree","Strongly agree","Disagree","Strongly agree","Strongly disagree","Neutral","Strongly disagree","","4 (Moderate)","Real","2 (Very Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","3 (Mild)","Not Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","5 (Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","4 (Moderate)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"155","1980-01-01 00:00:00","6","en","1189027708","","Yes","No","Yes","No","No","Less than 5 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Strongly disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Neutral","","4 (Moderate)","","4 (Moderate)","","5 (Severe)","","7 (Extremely Severe)","","","Not Real","5 (Severe)","","4 (Moderate)","","","Not Real","4 (Moderate)","","","Not Real","7 (Extremely Severe)","","5 (Severe)","","6 (Very Severe)","","4 (Moderate)","","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"156","1980-01-01 00:00:00","6","en","934491672","","Yes","No","Yes","No","Yes","More than 20 hours","Yes","No","No","No","No","No","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","6 (Very Severe)","5 (Severe)","4 (Moderate)","4 (Moderate)","4 (Moderate)","7 (Extremely Severe)","1 (Not Severe at All)","Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Sometimes","Rarely","Rarely","Never","Often","Never","Never","Never","Strongly disagree","Strongly agree","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Agree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","3 (Mild)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Not Real","2 (Very Mild)","Real","2 (Very Mild)","Not Real","3 (Mild)","Real","2 (Very Mild)","Not Real","6 (Very Severe)","Real","3 (Mild)","Real","2 (Very Mild)","Real","2 (Very Mild)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"157","1980-01-01 00:00:00","6","en","237332731","","Yes","No","Yes","No","No","Less than 5 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","1 (Not Severe at All)","4 (Moderate)","2 (Very Mild)","3 (Mild)","2 (Very Mild)","4 (Moderate)","6 (Very Severe)","1 (Not Severe at All)","Strongly agree","Neutral","Strongly disagree","Neutral","Agree","Never","Never","Rarely","Never","Sometimes","Never","Rarely","Rarely","Neutral","Agree","Strongly disagree","Strongly agree","Strongly disagree","Neutral","Agree","","","","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Not Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","2 (Very Mild)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","1 (Not Severe at All)","Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"158","1980-01-01 00:00:00","6","en","2018760494","","Yes","No","Yes","No","Yes","More than 20 hours","Yes","No","No","No","No","No","Not involved (""just"" playing)","Yes","Yes, I strongly identify as a gamer.","","5 (Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","3 (Mild)","Agree","Agree","Disagree","Disagree","Neutral","Always","Always","Rarely","Sometimes","Often","Often","Rarely","Rarely","Strongly disagree","Neutral","Agree","Neutral","Disagree","Agree","Agree","","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","Yes","No","No"
"159","1980-01-01 00:00:00","6","en","2048336371","","Yes","No","Yes","No","No","10 to 20 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","No, I don't identify as a gamer, even though I play games.","","5 (Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","3 (Mild)","Agree","Agree","Disagree","Disagree","Agree","Often","Sometimes","Rarely","Rarely","Often","Sometimes","Never","Never","Strongly disagree","Agree","Neutral","Disagree","Strongly disagree","Disagree","Agree","","3 (Mild)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","5 (Severe)","Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"160","1980-01-01 00:00:00","6","en","348170336","","Yes","No","Yes","Yes","No","5 to 10 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","5 (Severe)","7 (Extremely Severe)","6 (Very Severe)","Strongly agree","Neutral","Disagree","Neutral","Strongly agree","Always","Always","Always","Always","Always","Always","Always","Always","Strongly disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","","2 (Very Mild)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Not Real","2 (Very Mild)","Real","4 (Moderate)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","","","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"162","1980-01-01 00:00:00","6","en","630253518","","Yes","No","Yes","No","Yes","More than 20 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Yes, I strongly identify as a gamer.","","6 (Very Severe)","3 (Mild)","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","Neutral","Strongly agree","Disagree","Strongly disagree","Strongly agree","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Rarely","Strongly disagree","Disagree","Agree","Neutral","Strongly disagree","Agree","Disagree","","1 (Not Severe at All)","Real","4 (Moderate)","Real","3 (Mild)","Not Real","6 (Very Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","2 (Very Mild)","Real","5 (Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"163","1980-01-01 00:00:00","6","en","1498642541","","Yes","No","Yes","Yes","No","10 to 20 hours","No","No","No","No","No","Yes","Not involved (""just"" playing)","No","Somewhat, I identify as a gamer in certain contexts.","","4 (Moderate)","4 (Moderate)","6 (Very Severe)","6 (Very Severe)","5 (Severe)","5 (Severe)","5 (Severe)","5 (Severe)","Agree","Neutral","Neutral","Disagree","Agree","Rarely","Sometimes","Rarely","Rarely","Always","Always","Never","Never","Strongly disagree","Disagree","Neutral","Neutral","Neutral","Agree","Disagree","","5 (Severe)","Real","3 (Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","","Not Real","4 (Moderate)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","","Real","3 (Mild)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"164","1980-01-01 00:00:00","6","en","936219212","","Yes","No","Yes","No","Yes","Less than 5 hours","No","No","No","No","No","Yes","Passive Participant (Reading posts, Attending Events, ...)","Yes","No, I don't identify as a gamer, even though I play games.","","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","7 (Extremely Severe)","7 (Extremely Severe)","7 (Extremely Severe)","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Often","Often","Always","Often","Sometimes","Sometimes","Rarely","Rarely","Strongly disagree","Agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Disagree","","5 (Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","","","7 (Extremely Severe)","Real","7 (Extremely Severe)","","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","Female","","18 - 25 years old","Yes","Yes","No","No","No","No"
"165","1980-01-01 00:00:00","6","en","1539100778","","Yes","No","Yes","No","Yes","5 to 10 hours","No","No","Yes","No","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","5 (Severe)","4 (Moderate)","6 (Very Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","5 (Severe)","4 (Moderate)","Agree","Neutral","Strongly disagree","Neutral","Disagree","Rarely","Rarely","Sometimes","Rarely","Often","Rarely","Never","Never","Strongly disagree","Disagree","Agree","Disagree","Strongly disagree","Agree","Disagree","","2 (Very Mild)","","3 (Mild)","","3 (Mild)","","7 (Extremely Severe)","","7 (Extremely Severe)","","","","6 (Very Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","7 (Extremely Severe)","","7 (Extremely Severe)","","6 (Very Severe)","","5 (Severe)","","5 (Severe)","","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"166","1980-01-01 00:00:00","6","en","373991834","","Yes","No","Yes","No","No","Less than 5 hours","No","No","No","Yes","No","No","Passive Participant (Reading posts, Attending Events, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","4 (Moderate)","2 (Very Mild)","5 (Severe)","3 (Mild)","3 (Mild)","2 (Very Mild)","2 (Very Mild)","6 (Very Severe)","Disagree","Neutral","Disagree","Disagree","Agree","Always","Always","Never","Often","Never","Often","Never","Often","Strongly disagree","Disagree","Agree","Disagree","Neutral","Strongly disagree","Disagree","","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","4 (Moderate)","Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","4 (Moderate)","Not Real","6 (Very Severe)","Not Real","7 (Extremely Severe)","Real","5 (Severe)","Real","5 (Severe)","Real","5 (Severe)","Not Real","Male","","25 - 35 years old","Yes","No","No","No","No","No"
"167","1980-01-01 00:00:00","6","en","1913398253","","Yes","No","Yes","No","No","More than 20 hours","Yes","No","No","No","No","No","Active Participant (Posting, Organizing Events, Moderating Communities, ...)","No","Somewhat, I identify as a gamer in certain contexts.","","7 (Extremely Severe)","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","5 (Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","Agree","Strongly agree","Neutral","Strongly disagree","Agree","Always","Always","Often","Rarely","Often","Often","Never","Never","Strongly disagree","Disagree","Agree","Disagree","Disagree","Strongly agree","Disagree","","3 (Mild)","Real","6 (Very Severe)","Real","5 (Severe)","Real","7 (Extremely Severe)","Real","5 (Severe)","Real","","","4 (Moderate)","Real","6 (Very Severe)","Not Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","1 (Not Severe at All)","Real","4 (Moderate)","Real","Male","","Over 35 years old","Yes","No","No","No","No","No"
"170","1980-01-01 00:00:00","6","en","1637573220","","Yes","No","Yes","No","No","10 to 20 hours","No","No","Yes","Yes","No","No","Not involved (""just"" playing)","No","Yes, I strongly identify as a gamer.","","7 (Extremely Severe)","5 (Severe)","7 (Extremely Severe)","7 (Extremely Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","6 (Very Severe)","Strongly agree","Strongly agree","Agree","Neutral","Agree","Always","Always","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Strongly disagree","Neutral","Strongly agree","Disagree","Agree","Strongly agree","Agree","","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","6 (Very Severe)","Real","Male","","18 - 25 years old","Yes","No","No","No","No","No"
"171","1980-01-01 00:00:00","6","en","686134651","","Yes","No","No","Yes","No","10 to 20 hours","No","No","Yes","No","No","No","Not involved (""just"" playing)","Yes","Somewhat, I identify as a gamer in certain contexts.","","6 (Very Severe)","6 (Very Severe)","6 (Very Severe)","7 (Extremely Severe)","3 (Mild)","7 (Extremely Severe)","7 (Extremely Severe)","1 (Not Severe at All)","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Often","Often","Always","Always","Sometimes","Sometimes","Often","Often","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Disagree","","1 (Not Severe at All)","Real","2 (Very Mild)","Real","3 (Mild)","Real","5 (Severe)","Real","6 (Very Severe)","Real","1 (Not Severe at All)","Not Real","4 (Moderate)","Real","6 (Very Severe)","Real","3 (Mild)","Not Real","7 (Extremely Severe)","Real","7 (Extremely Severe)","Real","4 (Moderate)","Real","1 (Not Severe at All)","Real","3 (Mild)","Not Real","Female","","18 - 25 years old","Yes","No","No","No","No","No"
